2023-03-08	75.4577
2023-03-09	75.85
2023-03-10	76.1
2023-03-11	76.1
2023-03-12	76.1
2023-03-13	75
2023-03-14	75.32
2023-03-15	75.99
2023-03-16	76.4
2023-03-17	77.06
2023-03-18	77.06
2023-03-19	77.06
2023-03-20	77.17
2023-03-21	76.66
2023-03-22	77.06
2023-03-23	76
2023-03-24	77.08
2023-03-25	77.08
2023-03-26	77.08
2023-03-27	76.68
2023-03-28	76.9
2023-03-29	77.16
2023-03-30	77.08
2023-03-31	77.6
2023-04-01	77.6
2023-04-02	77.6
2023-04-03	78.74
2023-04-04	79.52
2023-04-05	79.84
2023-04-06	81.38
2023-04-07	81.13
2023-04-08	81.13
2023-04-09	81.13
2023-04-10	81.61
2023-04-11	81.97
2023-04-12	81.95
2023-04-13	81.4
2023-04-14	81.79
2023-04-15	81.79
2023-04-16	81.79
2023-04-17	81.59
2023-04-18	81.59
2023-04-19	81.59
2023-04-20	81.59
2023-04-21	81.68
2023-04-22	81.55
2023-04-23	81.55
2023-04-24	77.97
2023-04-25	76.04
2023-04-26	75.69
2023-04-27	73.72
2023-04-28	72.37
2023-04-29	72.37
2023-04-30	72.37
2023-05-01	72.37
2023-05-02	82.11
2023-05-03	83.09
2023-05-04	84.39
2023-05-05	85.27
2023-05-06	85.27
2023-05-07	85.27
2023-05-08	86.92
2023-05-09	83.87
2023-05-10	83.38
2023-05-11	80.36
2023-05-12	79.53
2023-05-13	79.53
2023-05-14	79.53
2023-05-15	75.9
2023-05-16	75.34
2023-05-17	74.74
2023-05-18	74.45
2023-05-19	75.09
2023-05-20	75.09
2023-05-21	75.09
2023-05-22	76.85
2023-05-23	77.99
2023-05-24	79.74
2023-05-25	80.88
2023-05-26	82.69
2023-05-27	82.69
2023-05-28	82.69
2023-05-29	86.45
2023-05-30	86.29
2023-05-31	86.15
2023-06-01	86.15
2023-06-02	81.83
2023-06-03	81.83
2023-06-04	81.83
2023-06-05	84.47
2023-06-06	84.99
2023-06-07	85.52
2023-06-08	86.17
2023-06-09	85.69
2023-06-10	83.59
2023-06-11	83.59
2023-06-12	80.38
2023-06-13	79.36
2023-06-14	76.57
2023-06-15	76.57
2023-06-16	75.87
2023-06-17	76.69
2023-06-18	75.17
2023-06-19	75.17
2023-06-20	74.29
2023-06-21	74.82
2023-06-22	75.17
2023-06-23	75.69
2023-06-24	76.57
2023-06-25	77.37
2023-06-26	77.37
2023-06-27	80.89
2023-06-28	82.01
2023-06-29	83.87
2023-06-30	86.75
2023-07-01	87.57
2023-07-02	82.43
2023-07-03	83.31
2023-07-04	84.84
2023-07-05	85.59
2023-07-06	85.94
2023-07-07	86.64
2023-07-08	86.64
2023-07-09	85.24
2023-07-10	82.96
2023-07-11	80.68
2023-07-12	79.96
2023-07-13	77.17
2023-07-14	76.47
2023-07-15	76.47
2023-07-16	75.77
2023-07-17	75.07
2023-07-18	74.89
2023-07-19	75.42
2023-07-20	75.77
2023-07-21	76.29
2023-07-22	76.29
2023-07-23	77.60
2023-07-24	79.80
2023-07-25	82.38
2023-07-26	82.61
2023-07-27	84.91
2023-07-28	86.12
2023-07-29	86.12
2023-07-30	86.82
2023-07-31	86.83
2023-08-01	86.84
2023-08-02	86.85
2023-08-03	86.86
2023-08-04	81.02
2023-08-05	80.19
2023-08-06	78.73
2023-08-07	78.73
2023-08-08	76.87
2023-08-09	76.45
2023-08-10	77.23
2023-08-11	78.98
2023-08-12	80.33
2023-08-13	82.49
2023-08-14	82.49
2023-08-15	86.00
2023-08-16	86.52
2023-08-17	86.98
2023-08-18	87.17
2023-08-19	88.10
2023-08-20	88.58
2023-08-21	88.58
2023-08-22	87.52
2023-08-23	86.87
2023-08-24	86.61
2023-08-25	85.12
2023-08-26	83.02
2023-08-27	82.49
2023-08-28	82.49
2023-08-29	78.51
2023-08-30	77.05
2023-08-31	75.19
2023-09-01	76.00
2023-09-02	81.03
2023-09-03	81.03
2023-09-04	79.42
2023-09-05	78.82
2023-09-06	77.84
2023-09-07	77.47
2023-09-08	78.19
