2023-03-08	33770.649512633
2023-03-09	34162.9249078562
2023-03-10	39598.418631719
2023-03-11	39619.476364261
2023-03-12	39619.476364261
2023-03-13	41137.5010252341
2023-03-14	38127.2895704724
2023-03-15	34394.3148006528
2023-03-16	35440.8232435531
2023-03-17	35440.8232435531
2023-03-18	35440.8232435531
2023-03-19	35440.8232435531
2023-03-20	38051.697319982
2023-03-21	34859.1454982045
2023-03-22	35069.9161174062
2023-03-23	37973.6444374587
2023-03-24	34889.3212132796
2023-03-25	34889.3212132796
2023-03-26	34820.4767802909
2023-03-27	38219.1092338384
2023-03-28	39017.586997295
2023-03-29	38536.6124005526
2023-03-30	38780.5656235814
2023-03-31	41342.0136424191
2023-04-01	41342.0136424191
2023-04-02	41342.0136424191
2023-04-03	43677.7206209614
2023-04-04	44644.0840925471
2023-04-05	44136.2863525401
2023-04-06	44179.9234493094
2023-04-07	44781.1102737248
2023-04-08	44781.1102737248
2023-04-09	44781.1102737248
2023-04-10	42629.2080252595
2023-04-11	44760.0525411828
2023-04-12	44439.5611050819
2023-04-13	44439.5611050819
2023-04-14	44678.9214583112
2023-04-15	44678.9214583112
2023-04-16	44678.9214583112
2023-04-17	46953.809836799
2023-04-18	46456.8409371792
2023-04-19	48413.8027822287
2023-04-20	46456.8409371792
2023-04-21	46456.8409371792
2023-04-22	48413.8027822287
2023-04-23	48413.8027822287
2023-04-24	48533.1896661042
2023-04-25	51028.2849257697
2023-04-26	55817.4859882324
2023-04-27	55757.3145788803
2023-04-28	51187.8062949546
2023-04-29	60189.5619125442
2023-04-30	57374.1199163843
2023-05-01	60189.5619125442
2023-05-02	58750.8562547453
2023-05-03	57504.591979348
2023-05-04	57561.3936735249
2023-05-05	57561.3936735249
2023-05-06	57504.591979348
2023-05-07	57504.591979348
2023-05-08	57504.591979348
2023-05-09	57504.591979348
2023-05-10	57504.591979348
2023-05-11	57504.591979348
2023-05-12	57435.7475463594
2023-05-13	57504.591979348
2023-05-14	57179.112443039
2023-05-15	59349.9016027331
2023-05-16	60027.1253170576
2023-05-17	60217.4439756594
2023-05-18	57271.6900622051
2023-05-19	59372.0641161856
2023-05-20	57345.2002853226
2023-05-21	59372.0641161856
2023-05-22	57144.6784385666
2023-05-23	57231.9938734416
2023-05-24	57504.591979348
2023-05-25	58750.8562547453
2023-05-26	57179.112443039
2023-05-27	57504.591979348
2023-05-28	57504.591979348
2023-05-29	57504.591979348
2023-05-30	57504.591979348
2023-05-31	57504.591979348
2023-06-01	57179.112443039
2023-06-02	58750.8562547453
2023-06-03	58425.3767184363
2023-06-04	58425.3767184363
2023-06-05	57504.591979348
2023-06-06	57504.591979348
2023-06-07	57179.112443039
2023-06-08	57504.591979348
2023-06-09	57179.112443039
2023-06-10	57179.112443039
2023-06-11	57179.112443039
2023-06-12	56239.5400896937
2023-06-13	56239.5400896937
2023-06-14	59366.2043373013
2023-06-15	58158.6564540088
2023-06-16	56326.2085383154
2023-06-17	56147.8492050118
2023-06-18	59680.0553386026
2023-06-19	56461.7002063131
2023-06-20	56337.7355409864
2023-06-21	58398.0554023953
2023-06-22	57627.234014961
2023-06-23	58424.7707812014
2023-06-24	56147.8492050118
2023-06-25	56235.1646398868
2023-06-26	55954.8992449754
2023-06-27	56170.695656705
2023-06-28	57167.0697042273
2023-06-29	56227.4973508819
2023-06-30	54078.1241608687
2023-07-01	47265.4148569689
2023-07-02	46658.245304134
2023-07-03	46118.055261977
2023-07-04	46658.245304134
2023-07-05	46352.2069524428
2023-07-06	46352.2069524428
2023-07-07	45030.4028063861
2023-07-08	44449.9000775535
2023-07-09	44449.9000775535
2023-07-10	45890.4907974539
2023-07-11	45570.592848543
2023-07-12	46447.2533067841
2023-07-13	45305.7256621028
2023-07-14	45305.7256621028
2023-07-15	45305.7256621028
2023-07-16	45484.0849954064
2023-07-17	46287.8616127587
2023-07-18	46287.8616127587
2023-07-19	46401.1907673039
2023-07-20	45484.0849954064
2023-07-21	46087.3397660027
2023-07-22	45750.2726769144
2023-07-23	45837.5881117894
2023-07-24	48067.1480627453
2023-07-25	48067.1480627453
2023-07-26	48392.6275990543
2023-07-27	45553.4237083656
2023-07-28	47835.865089724
2023-07-29	48206.8238215336
2023-07-30	47822.3115826746
2023-07-31	47822.3115826746
2023-08-01	47822.3115826746
2023-08-02	47900.7854698425
2023-08-03	47822.3115826746
2023-08-04	48457.5479791728
2023-08-05	48250.6534692063
2023-08-06	48250.6534692063
2023-08-07	48261.4944387592
2023-08-08	47540.871929061
2023-08-09	47890.7399284249
2023-08-10	48049.7801662166
2023-08-11	48250.6534692063
2023-08-12	48250.6534692063
2023-08-13	48250.6534692063
2023-08-14	47769.2232450259
2023-08-15	47900.7854698425
2023-08-16	47822.3115826746
2023-08-17	47822.3115826746
2023-08-18	47822.3115826746
2023-08-19	47822.3115826746
2023-08-20	47822.3115826746
2023-08-21	47822.3115826746
2023-08-22	47822.3115826746
2023-08-23	47822.3115826746
2023-08-24	47822.3115826746
2023-08-25	47822.3115826746
2023-08-26	48362.5016248315
2023-08-27	48261.4944387592
2023-08-28	48457.5479791728
2023-08-29	48457.5479791728
2023-08-30	48032.7140582729
2023-08-31	48346.5650595741
2023-09-01	48256.1191214364
2023-09-02	48362.5016248315
2023-09-03	48166.448084418
2023-09-04	48457.5479791728
2023-09-05	48457.5479791728
2023-09-06	48184.9498732663
2023-09-07	48184.9498732663
2023-09-08	48184.9498732663
